AccountID,latest_txn,total_txns,total_amount,avg_amount,avg_days_gap,max_days_gap,login_attempts_avg,balance,days_since_last_txn,bank_inactive_flag
AC00269,2023-11-24 16:30:21,3,459.61,153.20333333333335,429.3333333333333,509,1.0,4287.82,38,1
AC00270,2023-12-12 16:23:31,2,672.29,336.145,373.0,418,1.0,454.66,20,0
AC00271,2023-12-29 16:32:37,5,711.53,142.30599999999998,447.2,574,1.0,3736.38,3,0
AC00272,2023-12-18 16:33:07,8,2341.84,292.73,477.625,658,1.75,3872.55,14,0
AC00273,2023-12-04 16:27:11,4,2390.7,597.675,478.75,657,1.0,11481.85,28,0
AC00274,2023-11-08 17:24:54,5,1330.3600000000001,266.072,441.2,509,1.0,4159.52,54,1
AC00275,2023-11-06 17:23:43,9,1959.8000000000002,217.7555555555556,460.3333333333333,648,1.0,6735.74,56,1
AC00276,2023-09-04 17:46:40,5,1471.1399999999999,294.22799999999995,534.4,608,1.0,4500.26,119,1
AC00277,2023-09-12 18:46:45,3,1325.31,441.77,540.3333333333334,630,1.0,749.34,110,1
AC00278,2023-12-25 17:31:16,3,838.03,279.3433333333333,389.0,455,1.0,1451.02,7,0
AC00279,2023-09-01 18:05:37,9,2123.0,235.88888888888889,563.7777777777778,654,1.3333333333333333,8579.69,122,1
AC00280,2023-12-06 17:27:14,5,1738.31,347.662,434.6,584,1.0,1523.04,26,0
AC00281,2023-11-09 16:06:17,4,1152.11,288.0275,495.25,672,1.0,3900.34,53,1
AC00282,2023-12-13 16:01:38,6,1785.78,297.63,474.8333333333333,664,1.3333333333333333,10631.43,19,0
AC00283,2023-12-25 17:42:00,1,77.9,77.9,315.0,315,1.0,664.72,7,0
AC00284,2023-11-15 18:04:22,8,3533.35,441.66875,482.0,656,1.0,6860.18,47,1
AC00285,2023-11-03 16:50:20,7,2836.57,405.2242857142857,470.2857142857143,644,1.0,6747.16,59,1
AC00286,2023-10-10 17:24:33,6,544.04,90.67333333333333,484.6666666666667,567,1.0,9603.73,83,1
AC00287,2023-10-18 18:26:25,2,641.77,320.885,387.5,392,1.0,1997.33,74,1
AC00288,2023-10-26 17:51:32,3,1188.25,396.0833333333333,481.0,637,1.0,2287.93,67,1
AC00289,2023-08-10 16:23:08,3,1039.22,346.4066666666667,518.0,605,1.0,8422.06,144,1
AC00290,2023-12-14 16:09:42,4,1890.8600000000001,472.71500000000003,442.0,630,1.0,7272.01,18,0
AC00291,2023-09-20 17:57:15,7,2828.13,404.0185714285714,504.57142857142856,649,1.0,7567.17,103,1
AC00292,2023-12-25 18:16:39,7,1954.23,279.17571428571426,456.7142857142857,633,1.0,14021.4,7,0
AC00293,2023-12-13 17:25:54,4,311.78,77.945,498.25,602,1.0,3753.24,19,0
AC00294,2023-09-19 17:23:14,4,1265.9299999999998,316.48249999999996,500.0,644,1.0,6601.44,104,1
AC00295,2023-11-29 18:03:46,6,1499.41,249.90166666666667,427.0,539,1.1666666666666667,333.19,33,1
AC00296,2023-12-08 16:45:12,4,1556.3899999999999,389.09749999999997,397.25,481,1.0,1123.89,24,0
AC00297,2023-08-21 18:36:41,10,2733.73,273.373,542.8,662,1.0,12690.79,132,1
AC00298,2023-11-24 17:35:47,7,920.37,131.48142857142858,478.0,626,1.0,1696.15,38,1
AC00299,2023-10-23 18:54:48,4,482.93,120.7325,465.25,616,1.0,6115.63,69,1
AC00300,2023-11-24 17:29:06,5,856.51,171.302,465.0,557,1.0,586.76,38,1
AC00301,2023-12-19 17:11:31,6,2381.6,396.93333333333334,481.5,665,1.0,1702.65,13,0
AC00302,2023-12-07 17:13:16,4,1906.67,476.6675,456.0,544,1.0,9297.5,25,0
AC00303,2023-11-28 16:17:46,6,2989.45,498.2416666666666,390.3333333333333,454,1.0,9018.33,34,1
AC00304,2023-12-20 17:13:50,11,3651.8,331.9818181818182,549.2727272727273,672,1.0909090909090908,8795.37,12,0
AC00305,2023-11-01 17:44:46,6,1382.87,230.47833333333332,462.6666666666667,637,1.5,4148.85,61,1
AC00306,2023-12-08 17:24:44,6,1319.18,219.86333333333334,513.8333333333334,640,1.0,4710.04,24,0
AC00307,2023-11-10 16:06:27,3,613.78,204.59333333333333,417.0,528,1.0,1814.48,52,1
AC00308,2023-11-08 17:53:52,2,484.46000000000004,242.23000000000002,485.5,609,1.0,5619.91,54,1
AC00309,2023-07-27 16:28:26,1,52.04,52.04,466.0,466,1.0,8436.12,158,1
AC00310,2023-10-30 17:17:51,7,3079.8399999999997,439.97714285714284,517.1428571428571,657,1.4285714285714286,1358.37,63,1
AC00311,2023-10-12 18:11:27,6,1747.69,291.2816666666667,514.3333333333334,622,1.0,6474.34,81,1
AC00312,2023-08-14 16:09:21,4,1958.92,489.73,527.5,657,1.0,941.49,140,1
AC00313,2023-10-12 16:57:36,3,743.6999999999999,247.89999999999998,403.6666666666667,411,1.0,13645.63,81,1
AC00314,2023-12-19 16:55:17,4,943.04,235.76,556.0,669,1.0,6237.68,13,0
AC00315,2023-09-20 16:30:06,5,1008.0600000000001,201.61200000000002,489.4,637,1.2,9138.76,103,1
AC00316,2023-11-30 16:51:46,6,3437.56,572.9266666666666,458.3333333333333,672,1.5,321.21,32,1
AC00317,2023-10-30 16:52:49,7,3032.5499999999997,433.22142857142853,509.7142857142857,672,1.2857142857142858,9040.33,63,1
AC00318,2023-12-11 17:19:07,5,2014.68,402.93600000000004,467.6,601,1.8,570.1,21,0
AC00319,2023-12-07 18:28:50,5,1668.43,333.68600000000004,471.8,559,1.0,1338.95,24,0
AC00320,2023-07-11 16:39:53,5,1678.2600000000002,335.65200000000004,573.0,662,1.0,9038.63,174,1
AC00321,2023-04-04 16:12:25,2,458.71999999999997,229.35999999999999,612.0,644,1.0,9955.88,272,1
AC00322,2023-12-15 16:38:43,9,3066.67,340.74111111111114,459.8888888888889,605,1.0,254.75,17,0
AC00323,2023-12-18 16:33:01,4,1280.0,320.0,420.0,518,1.0,1644.09,14,0
AC00324,2023-09-13 16:14:04,5,1033.69,206.738,519.8,634,1.0,8670.23,110,1
AC00325,2023-12-04 16:08:59,5,1658.28,331.656,501.4,630,1.4,6911.2,28,0
AC00326,2023-12-14 18:52:54,5,1191.04,238.208,424.4,535,1.8,678.83,17,0
AC00327,2023-12-18 17:10:48,6,2757.33,459.555,495.0,616,1.0,1052.27,14,0
AC00328,2023-09-01 16:07:38,5,753.73,150.746,559.0,668,1.0,2304.56,122,1
AC00329,2023-11-27 18:28:57,9,1984.6200000000001,220.51333333333335,490.77777777777777,630,1.0,193.06,34,1
AC00330,2023-06-08 17:08:06,4,866.6700000000001,216.66750000000002,556.25,643,1.0,1545.64,207,1
AC00331,2023-10-31 16:05:00,7,2331.31,333.0442857142857,452.85714285714283,633,1.4285714285714286,1569.75,62,1
AC00332,2023-12-18 16:32:56,8,2359.61,294.95125,485.25,658,1.125,5491.55,14,0
AC00333,2023-10-19 18:06:08,3,536.54,178.84666666666666,446.6666666666667,493,2.3333333333333335,5684.09,74,1
AC00334,2023-12-26 18:13:56,3,849.01,283.00333333333333,506.0,665,1.0,5803.89,6,0
AC00335,2023-03-20 16:02:51,2,343.19,171.595,605.5,616,1.0,5365.2,287,1
AC00336,2023-09-25 16:58:25,4,2126.4700000000003,531.6175000000001,539.75,633,1.5,1385.74,98,1
AC00337,2023-10-30 18:58:42,8,4393.41,549.17625,478.875,578,1.0,6087.24,62,1
AC00338,2023-11-27 16:57:08,7,2905.38,415.05428571428575,491.57142857142856,630,1.0,2150.38,35,1
AC00339,2023-11-20 18:53:47,9,2508.6800000000003,278.74222222222227,491.8888888888889,657,1.0,1893.0,41,1
AC00340,2023-11-27 16:38:34,3,769.73,256.57666666666665,446.0,502,2.0,11826.52,35,1
AC00341,2023-11-30 16:07:36,5,504.45,100.89,514.6,644,1.0,10658.88,32,1
AC00342,2023-07-13 16:44:25,3,629.39,209.79666666666665,530.6666666666666,588,1.0,844.55,172,1
AC00344,2023-11-15 17:32:11,4,2291.6800000000003,572.9200000000001,522.75,588,1.0,6987.4,47,1
AC00345,2023-12-18 18:25:05,9,2827.25,314.1388888888889,471.6666666666667,651,1.0,5019.68,13,0
AC00346,2023-03-13 16:26:30,1,180.46,180.46,602.0,602,1.0,831.75,294,1
AC00347,2023-12-25 16:25:42,3,784.52,261.50666666666666,352.3333333333333,385,1.0,796.63,7,0
AC00348,2023-11-02 16:15:50,4,1444.96,361.24,469.75,566,1.0,2028.92,60,1
AC00349,2023-11-15 17:23:40,6,1038.09,173.015,459.3333333333333,642,1.0,4186.25,47,1
AC00350,2023-07-20 16:58:05,2,1815.84,907.92,544.5,616,1.0,969.06,165,1
AC00351,2023-02-15 16:17:59,2,295.41,147.705,642.0,656,1.0,1562.39,320,1
AC00352,2023-10-13 16:22:08,4,779.3,194.825,536.5,665,1.0,782.35,80,1
AC00353,2023-09-21 18:13:38,5,383.75,76.75,471.6,581,1.8,8356.08,102,1
AC00354,2023-08-23 16:35:42,5,2087.7200000000003,417.54400000000004,544.2,665,1.6,2421.94,131,1
AC00355,2023-10-10 16:49:03,3,916.01,305.33666666666664,547.3333333333334,649,1.0,6313.22,83,1
AC00356,2023-09-07 17:44:26,8,2583.27,322.90875,546.125,657,1.0,5008.59,116,1
AC00357,2023-11-13 17:47:07,6,1840.35,306.72499999999997,525.8333333333334,650,1.0,102.2,49,1
AC00358,2023-11-17 16:02:02,8,3600.43,450.05375,468.125,669,2.0,8494.53,45,1
AC00359,2023-12-14 18:32:14,6,2079.23,346.53833333333336,484.0,602,1.0,11796.66,17,0
AC00360,2023-08-29 16:24:23,6,1934.23,322.37166666666667,502.1666666666667,602,1.0,7061.73,125,1
AC00361,2023-11-27 16:16:19,2,240.95,120.475,435.5,528,1.0,961.65,35,1
AC00362,2023-12-08 16:51:28,12,2991.32,249.27666666666667,476.6666666666667,658,1.0,4480.43,24,0
AC00363,2023-12-20 16:17:11,12,4702.91,391.90916666666664,475.6666666666667,643,1.0,3254.56,12,0
AC00364,2023-10-16 16:06:05,1,143.54,143.54,385.0,385,1.0,6067.62,77,1
AC00365,2023-10-27 16:42:49,5,989.87,197.974,501.0,623,1.0,1382.51,66,1
AC00366,2023-08-31 16:16:15,8,3043.79,380.47375,490.125,549,1.0,1658.52,123,1
AC00367,2023-10-11 18:04:39,7,1635.3000000000002,233.61428571428573,481.57142857142856,609,1.0,8704.27,82,1
AC00368,2023-07-18 16:38:11,4,1144.0,286.0,559.75,668,1.0,5463.94,167,1
AC00369,2023-12-07 17:33:16,6,2280.04,380.00666666666666,467.0,621,1.0,5695.78,25,0
AC00370,2024-01-01 18:21:50,7,2410.87,344.40999999999997,478.7142857142857,637,1.0,2958.43,0,0
AC00371,2023-02-17 16:08:54,2,328.65,164.325,629.5,633,1.0,6485.78,318,1
AC00372,2023-10-16 16:30:38,3,2041.83,680.61,528.3333333333334,616,1.0,13869.86,77,1
AC00373,2023-12-21 16:37:03,9,2001.19,222.35444444444445,507.8888888888889,672,1.0,765.15,11,0
AC00374,2023-12-15 17:01:58,6,1337.45,222.90833333333333,466.8333333333333,602,1.0,1879.82,17,0
AC00375,2023-12-18 18:26:07,3,979.26,326.42,413.6666666666667,514,1.0,13777.1,13,0
AC00376,2023-05-02 16:14:22,3,625.4300000000001,208.4766666666667,586.0,620,1.0,677.79,244,1
AC00377,2023-06-22 16:38:46,4,1188.67,297.1675,567.25,647,1.0,5265.88,193,1
AC00378,2023-11-16 17:26:37,6,1977.91,329.6516666666667,390.5,455,1.0,7009.54,46,1
AC00379,2023-10-04 16:01:18,2,741.48,370.74,464.5,532,1.0,441.54,89,1
AC00380,2023-12-25 16:56:06,6,1176.67,196.11166666666668,470.1666666666667,644,1.0,951.33,7,0
AC00381,2023-10-02 16:03:09,3,890.7,296.90000000000003,436.3333333333333,504,1.0,9968.49,91,1
AC00382,2023-09-04 16:48:13,6,2327.19,387.865,521.8333333333334,650,1.0,1734.22,119,1
AC00383,2023-11-24 18:51:32,4,555.0200000000001,138.75500000000002,415.75,579,1.0,731.52,37,1
AC00384,2023-12-04 18:11:56,7,2562.23,366.03285714285715,466.42857142857144,630,1.0,707.95,28,0
AC00385,2023-12-11 16:23:59,7,4141.2,591.6,450.7142857142857,584,1.0,1793.09,21,0
AC00386,2023-12-12 17:20:46,8,1743.57,217.94625,468.75,634,1.0,7794.84,20,0
AC00387,2023-09-28 18:53:02,3,715.35,238.45000000000002,499.3333333333333,612,1.3333333333333333,7375.59,94,1
AC00388,2023-09-04 17:22:24,2,1279.61,639.805,478.5,530,1.0,1941.8,119,1
AC00389,2023-10-04 17:06:57,3,936.36,312.12,449.6666666666667,532,1.0,5237.12,89,1
AC00390,2023-11-06 16:42:34,7,1127.57,161.08142857142857,517.7142857142857,650,1.0,9538.92,56,1
AC00391,2023-11-09 16:47:01,3,467.81,155.93666666666667,376.0,385,1.0,2523.83,53,1
AC00392,2023-10-16 16:11:52,3,864.3399999999999,288.1133333333333,458.0,516,1.0,2810.37,77,1
AC00393,2023-10-31 16:46:18,8,1673.6499999999999,209.20624999999998,508.25,640,1.375,1081.97,62,1
AC00394,2023-11-23 17:42:11,7,1680.77,240.10999999999999,545.2857142857143,657,1.0,4159.33,39,1
AC00395,2023-11-13 16:42:28,3,952.25,317.4166666666667,454.6666666666667,524,1.0,2406.31,49,1
AC00396,2023-11-02 16:05:49,8,3286.7,410.8375,500.875,664,1.125,664.93,60,1
AC00397,2023-09-25 16:54:22,7,1853.92,264.8457142857143,566.0,654,1.0,3733.52,98,1
AC00398,2023-11-27 18:26:02,7,2860.1800000000003,408.5971428571429,435.0,545,1.0,11011.86,34,1
AC00399,2023-10-24 17:28:18,5,1205.73,241.14600000000002,518.6,670,1.0,10235.19,69,1
AC00400,2023-12-13 16:41:13,5,814.56,162.91199999999998,451.8,619,1.0,1400.04,19,0
AC00401,2023-11-13 16:30:21,6,1661.53,276.9216666666667,418.0,544,1.0,4102.23,49,1
AC00402,2023-10-26 16:52:14,4,1314.84,328.71,451.25,488,1.0,8361.7,67,1
AC00403,2023-12-25 16:30:45,8,980.5699999999999,122.57124999999999,457.625,595,1.0,2610.64,7,0
AC00404,2023-11-21 16:58:44,4,349.65,87.4125,465.0,581,1.0,1046.66,41,1
AC00405,2023-11-22 16:07:19,6,2566.05,427.675,525.3333333333334,663,1.0,9801.48,40,1
AC00406,2023-06-19 18:22:10,1,183.71,183.71,504.0,504,1.0,552.52,195,1
AC00407,2023-12-29 16:38:21,7,2718.1,388.3,534.1428571428571,672,1.0,6944.9,3,0
AC00408,2023-06-15 16:41:00,2,556.38,278.19,537.5,567,1.0,4150.63,200,1
AC00409,2023-12-28 16:34:52,5,1314.6999999999998,262.93999999999994,414.0,559,1.4,2940.04,4,0
AC00410,2023-11-23 18:00:00,5,1578.01,315.602,507.4,622,1.8,3267.84,39,1
AC00411,2023-12-28 16:27:12,6,1684.78,280.7966666666667,452.3333333333333,543,1.0,12221.17,4,0
AC00412,2023-10-30 17:48:09,4,1143.54,285.885,495.0,602,1.0,136.77,63,1
AC00413,2023-12-29 17:37:37,4,1441.11,360.2775,436.0,647,1.25,5670.82,3,0
AC00414,2023-11-29 17:55:07,3,942.23,314.07666666666665,416.6666666666667,567,1.0,1593.03,33,1
AC00415,2023-11-06 17:22:58,3,108.16999999999999,36.056666666666665,531.3333333333334,663,1.3333333333333333,12072.11,56,1
AC00416,2023-10-31 16:11:57,5,2543.88,508.776,517.0,672,1.0,2861.65,62,1
AC00417,2023-10-18 17:47:52,5,771.68,154.33599999999998,553.8,668,1.8,3290.72,75,1
AC00418,2023-10-16 18:53:31,6,1718.02,286.33666666666664,438.6666666666667,504,2.1666666666666665,1889.78,76,1
AC00419,2023-08-11 18:42:10,3,841.8199999999999,280.6066666666666,550.3333333333334,614,1.0,8994.67,142,1
AC00420,2023-12-25 16:28:20,4,1791.58,447.895,414.25,546,1.0,9427.06,7,0
AC00421,2023-11-20 16:29:28,3,664.12,221.37333333333333,426.0,466,1.0,1328.73,42,1
AC00422,2023-07-10 18:34:22,4,572.95,143.2375,559.0,623,1.0,327.68,174,1
AC00423,2023-11-27 18:32:49,6,3038.14,506.3566666666666,497.0,637,1.0,2760.37,34,1
AC00424,2023-07-13 17:48:24,5,1212.02,242.404,541.0,619,1.0,8356.88,172,1
AC00425,2023-11-07 16:48:23,7,2487.14,355.30571428571426,488.85714285714283,613,1.0,1910.9,55,1
AC00426,2023-10-23 17:25:04,6,1494.1599999999999,249.02666666666664,501.8333333333333,641,1.6666666666666667,983.68,70,1
AC00427,2023-11-29 18:10:30,9,2397.55,266.39444444444445,423.8888888888889,665,1.0,5414.97,33,1
AC00428,2023-11-08 18:24:56,3,1727.94,575.98,545.6666666666666,655,1.0,1393.14,53,1
AC00429,2023-10-23 16:03:09,3,279.33,93.11,473.6666666666667,581,1.0,7574.45,70,1
AC00430,2023-12-25 16:58:19,7,1473.01,210.43,482.57142857142856,630,1.2857142857142858,1550.48,7,0
AC00431,2023-06-28 16:05:19,7,2750.4500000000003,392.92142857142863,569.8571428571429,665,1.0,14466.38,187,1
AC00432,2023-11-27 16:18:25,7,1673.96,239.13714285714286,509.57142857142856,656,1.2857142857142858,2052.84,35,1
AC00433,2023-07-12 16:17:27,3,1697.3,565.7666666666667,559.3333333333334,658,1.0,2290.1,173,1
AC00434,2023-11-21 17:05:17,7,1799.1,257.0142857142857,504.7142857142857,633,1.0,1229.32,41,1
AC00435,2023-08-07 17:29:48,2,429.59000000000003,214.79500000000002,556.5,658,1.0,7659.5,147,1
AC00436,2023-12-25 16:30:09,5,1034.87,206.974,377.2,434,1.0,5209.16,7,0
AC00437,2023-12-05 16:19:23,4,922.17,230.5425,484.5,665,1.0,5631.2,27,0
AC00438,2023-12-25 18:03:33,8,1325.53,165.69125,432.25,501,1.375,5397.68,7,0
AC00439,2023-11-20 17:11:02,9,4185.8099999999995,465.0899999999999,448.55555555555554,581,1.2222222222222223,10513.52,42,1
AC00440,2023-01-03 16:46:36,1,201.69,201.69,671.0,671,1.0,7328.52,363,1
AC00441,2023-12-04 16:25:27,6,1907.69,317.9483333333333,500.3333333333333,588,1.6666666666666667,693.4,28,0
AC00442,2023-12-11 16:47:05,9,1679.32,186.5911111111111,422.6666666666667,564,1.1111111111111112,9562.41,21,0
AC00443,2023-12-20 18:12:25,4,2585.12,646.28,463.0,658,1.0,6258.63,12,0
AC00444,2023-12-27 18:55:13,4,496.37,124.0925,423.75,606,1.0,290.59,4,0
AC00445,2023-12-08 16:47:48,5,1787.5,357.5,431.0,615,1.0,229.02,24,0
AC00446,2023-12-19 16:11:38,5,1036.44,207.288,489.4,651,1.0,1059.62,13,0
AC00447,2023-10-20 16:02:07,4,633.1,158.275,486.5,588,1.0,5526.97,73,1
AC00448,2023-11-28 16:45:08,7,1177.86,168.26571428571427,515.5714285714286,605,1.0,3679.64,34,1
AC00449,2023-06-23 16:10:12,5,796.4799999999999,159.296,554.2,609,1.0,580.66,192,1
AC00450,2023-10-09 18:20:39,3,920.89,306.9633333333333,492.3333333333333,630,1.0,899.52,84,1
AC00451,2023-10-09 17:48:55,5,1536.38,307.276,448.4,503,1.0,4298.34,84,1
AC00452,2023-10-25 17:37:30,7,1371.72,195.96,502.7142857142857,671,1.0,6683.31,68,1
AC00453,2023-09-21 16:52:18,9,2370.7000000000003,263.41111111111115,561.3333333333334,630,1.2222222222222223,8639.36,102,1
AC00454,2023-12-20 16:08:02,4,1976.73,494.1825,397.75,509,2.0,1436.32,12,0
AC00455,2023-11-28 18:04:26,7,2132.36,304.6228571428572,482.0,658,1.0,8726.92,34,1
AC00456,2023-12-05 16:01:44,11,3090.6000000000004,280.9636363636364,529.9090909090909,672,1.4545454545454546,624.09,27,0
AC00457,2023-09-05 17:02:23,3,784.78,261.5933333333333,478.3333333333333,550,1.0,10501.53,118,1
AC00458,2023-12-11 16:03:50,7,1544.96,220.70857142857145,490.7142857142857,672,1.0,6768.14,21,0
AC00459,2023-12-26 17:40:23,7,1513.57,216.2242857142857,502.57142857142856,637,1.0,12709.58,6,0
AC00460,2024-01-01 16:45:56,12,5570.34,464.195,504.1666666666667,671,1.1666666666666667,4672.8,0,0
AC00461,2023-12-08 16:16:02,3,503.19999999999993,167.73333333333332,519.3333333333334,634,1.0,1532.72,24,0
AC00462,2023-11-27 16:27:56,6,494.2,82.36666666666666,481.1666666666667,623,1.0,9381.64,35,1
AC00463,2023-12-06 16:10:00,4,479.56,119.89,481.75,616,1.0,14798.1,26,0
AC00464,2023-12-29 18:29:23,8,2702.17,337.77125,426.875,619,1.0,6640.51,2,0
AC00465,2023-10-18 18:17:05,8,1502.65,187.83125,499.25,595,1.75,319.18,75,1
AC00466,2023-11-06 16:35:59,4,2635.9700000000003,658.9925000000001,465.5,556,1.0,11146.74,56,1
AC00467,2023-12-18 16:25:18,3,1202.19,400.73,452.6666666666667,529,1.0,11726.47,14,0
AC00468,2023-09-18 16:31:03,4,445.52000000000004,111.38000000000001,534.0,663,2.0,6034.73,105,1
AC00469,2023-04-06 17:24:16,1,65.57,65.57,578.0,578,1.0,7513.79,270,1
AC00470,2023-05-26 17:32:29,4,1705.08,426.27,582.5,644,1.25,985.77,220,1
AC00471,2023-12-25 17:46:24,6,1769.45,294.90833333333336,519.5,670,1.0,12031.14,7,0
AC00472,2023-01-05 17:48:29,1,588.37,588.37,669.0,669,1.0,1926.08,361,1
AC00473,2023-06-15 18:45:38,1,57.16,57.16,508.0,508,1.0,222.22,199,1
AC00474,2023-05-01 16:23:40,3,1126.97,375.6566666666667,583.3333333333334,602,1.0,4466.1,245,1
AC00475,2023-12-14 17:31:18,8,967.23,120.90375,457.125,521,1.0,1478.41,18,0
AC00476,2023-12-20 16:17:24,1,506.81,506.81,320.0,320,1.0,2757.23,12,0
AC00477,2023-12-01 16:01:26,3,1019.03,339.6766666666667,500.3333333333333,637,1.0,1726.4,31,1
AC00478,2023-11-09 17:26:27,7,3046.3,435.1857142857143,505.85714285714283,658,1.1428571428571428,3488.77,53,1
AC00479,2023-09-13 18:49:55,4,1369.76,342.44,496.25,644,1.0,1146.78,109,1
AC00480,2023-09-18 16:57:44,11,3309.5,300.8636363636364,577.6363636363636,665,1.0,2513.51,105,1
AC00481,2023-11-23 17:44:29,4,607.94,151.985,441.25,602,1.0,5374.69,39,1
AC00482,2024-01-01 16:53:32,6,1594.03,265.6716666666667,447.3333333333333,622,1.0,1983.0,0,0
AC00483,2023-10-16 16:13:57,4,1605.72,401.43,425.0,455,1.0,566.83,77,1
AC00485,2023-12-26 17:10:01,2,680.99,340.495,470.5,627,1.0,792.33,6,0
AC00486,2023-06-26 16:55:17,1,282.26,282.26,497.0,497,1.0,6857.2,189,1
AC00487,2023-12-11 16:06:04,4,480.52,120.13,426.0,507,1.0,193.8,21,0
AC00488,2023-11-06 17:53:25,4,1086.77,271.6925,469.0,567,1.0,2637.55,56,1
AC00489,2023-11-07 18:44:46,3,397.8,132.6,412.6666666666667,469,1.0,9100.81,54,1
AC00490,2023-11-28 16:55:41,5,1460.92,292.184,498.4,616,1.0,1145.23,34,1
AC00491,2023-04-26 18:35:50,1,37.57,37.57,558.0,558,1.0,7739.54,249,1
AC00492,2023-10-18 16:44:36,5,789.24,157.848,449.8,524,1.0,9905.23,75,1
AC00493,2023-11-06 18:42:53,5,593.13,118.626,512.0,615,1.0,7346.66,55,1
AC00494,2023-11-03 16:45:25,4,1873.41,468.3525,497.75,633,1.0,3677.63,59,1
AC00495,2023-12-01 18:46:28,8,2405.77,300.72125,463.75,609,1.5,6659.12,30,0
AC00496,2023-04-26 17:55:11,3,595.88,198.62666666666667,618.6666666666666,658,1.0,4575.98,250,1
AC00497,2023-11-01 17:23:46,6,1187.21,197.86833333333334,510.1666666666667,662,1.0,7588.67,61,1
AC00498,2024-01-01 16:34:10,8,3051.02,381.3775,462.125,651,1.125,1547.71,0,0
AC00499,2023-11-27 16:14:25,7,2321.29,331.61285714285714,526.2857142857143,665,1.0,6012.67,35,1
AC00500,2023-10-09 16:44:50,4,646.96,161.74,531.25,644,1.0,620.28,84,1
