AccountID,last_transaction,avg_amount,total_transactions,avg_balance,avg_login_attempts,days_since_last,high_risk_account
AC00339,2023-11-20 18:53:47,278.74222222222227,9,5782.372222222223,1.0,41,False
AC00340,2023-11-27 16:38:34,256.57666666666665,3,10344.413333333334,2.0,35,False
AC00341,2023-11-30 16:07:36,100.89,5,6483.114,1.0,32,False
AC00342,2023-07-13 16:44:25,209.79666666666665,3,3593.2833333333333,1.0,172,True
AC00344,2023-11-15 17:32:11,572.9200000000001,4,5391.355,1.0,47,False
AC00345,2023-12-18 18:25:05,314.1388888888889,9,6014.265555555556,1.0,13,False
AC00346,2023-03-13 16:26:30,180.46,1,831.75,1.0,294,True
AC00347,2023-12-25 16:25:42,261.50666666666666,3,2581.1966666666667,1.0,7,False
AC00348,2023-11-02 16:15:50,361.24,4,3637.8025000000002,1.0,60,False
AC00349,2023-11-15 17:23:40,173.015,6,7319.05,1.0,47,False
AC00350,2023-07-20 16:58:05,907.92,2,3236.535,1.0,165,True
AC00351,2023-02-15 16:17:59,147.705,2,1794.355,1.0,320,True
AC00352,2023-10-13 16:22:08,194.825,4,3500.565,1.0,80,True
AC00353,2023-09-21 18:13:38,76.75,5,4495.168,1.8,102,True
AC00354,2023-08-23 16:35:42,417.54400000000004,5,5952.3099999999995,1.6,131,True
AC00355,2023-10-10 16:49:03,305.33666666666664,3,3516.0533333333333,1.0,83,True
AC00356,2023-09-07 17:44:26,322.90875,8,5589.5599999999995,1.0,116,True
AC00357,2023-11-13 17:47:07,306.72499999999997,6,4306.788333333333,1.0,49,False
AC00358,2023-11-17 16:02:02,450.05375,8,5731.01875,2.0,45,False
AC00359,2023-12-14 18:32:14,346.53833333333336,6,3581.4300000000003,1.0,17,False
AC00360,2023-08-29 16:24:23,322.37166666666667,6,5327.708333333333,1.0,125,True
AC00361,2023-11-27 16:16:19,120.475,2,715.385,1.0,35,False
AC00362,2023-12-08 16:51:28,249.27666666666667,12,5397.5616666666665,1.0,24,False
AC00363,2023-12-20 16:17:11,391.90916666666664,12,5502.639166666667,1.0,12,False
AC00364,2023-10-16 16:06:05,143.54,1,6067.62,1.0,77,True
AC00365,2023-10-27 16:42:49,197.974,5,6982.93,1.0,66,True
AC00366,2023-08-31 16:16:15,380.47375,8,5189.0650000000005,1.0,123,True
AC00367,2023-10-11 18:04:39,233.61428571428573,7,5213.394285714285,1.0,82,True
AC00368,2023-07-18 16:38:11,286.0,4,6403.389999999999,1.0,167,True
AC00369,2023-12-07 17:33:16,380.00666666666666,6,2938.8349999999996,1.0,25,False
AC00370,2024-01-01 18:21:50,344.40999999999997,7,5771.122857142857,1.0,0,False
AC00371,2023-02-17 16:08:54,164.325,2,6745.415,1.0,318,True
AC00372,2023-10-16 16:30:38,680.61,3,10161.173333333334,1.0,77,True
AC00373,2023-12-21 16:37:03,222.35444444444445,9,6042.548888888889,1.0,11,False
AC00374,2023-12-15 17:01:58,222.90833333333333,6,1561.5833333333333,1.0,17,False
AC00375,2023-12-18 18:26:07,326.42,3,8947.153333333334,1.0,13,False
AC00376,2023-05-02 16:14:22,208.4766666666667,3,5243.913333333334,1.0,244,True
AC00377,2023-06-22 16:38:46,297.1675,4,3897.2525,1.0,193,True
AC00378,2023-11-16 17:26:37,329.6516666666667,6,3079.1733333333336,1.0,46,False
AC00379,2023-10-04 16:01:18,370.74,2,1870.69,1.0,89,True
AC00380,2023-12-25 16:56:06,196.11166666666668,6,4189.546666666667,1.0,7,False
AC00381,2023-10-02 16:03:09,296.90000000000003,3,4714.416666666667,1.0,91,True
AC00382,2023-09-04 16:48:13,387.865,6,3778.4233333333336,1.0,119,True
AC00383,2023-11-24 18:51:32,138.75500000000002,4,2026.9250000000002,1.0,37,False
AC00384,2023-12-04 18:11:56,366.03285714285715,7,4298.8328571428565,1.0,28,False
AC00385,2023-12-11 16:23:59,591.6,7,2371.3642857142854,1.0,21,False
AC00386,2023-12-12 17:20:46,217.94625,8,3628.61625,1.0,20,False
AC00387,2023-09-28 18:53:02,238.45000000000002,3,8244.94,1.3333333333333333,94,True
AC00388,2023-09-04 17:22:24,639.805,2,1244.13,1.0,119,True
AC00389,2023-10-04 17:06:57,312.12,3,4131.94,1.0,89,True
AC00390,2023-11-06 16:42:34,161.08142857142857,7,4912.302857142857,1.0,56,False
AC00391,2023-11-09 16:47:01,155.93666666666667,3,4006.4500000000003,1.0,53,False
AC00392,2023-10-16 16:11:52,288.1133333333333,3,2030.6899999999998,1.0,77,True
AC00393,2023-10-31 16:46:18,209.20624999999998,8,2569.13875,1.375,62,True
AC00394,2023-11-23 17:42:11,240.10999999999999,7,2488.424285714286,1.0,39,False
AC00395,2023-11-13 16:42:28,317.4166666666667,3,1523.4533333333331,1.0,49,False
AC00396,2023-11-02 16:05:49,410.8375,8,5083.671249999999,1.125,60,False
AC00397,2023-09-25 16:54:22,264.8457142857143,7,4550.38,1.0,98,True
AC00398,2023-11-27 18:26:02,408.5971428571429,7,4951.162857142857,1.0,34,False
AC00399,2023-10-24 17:28:18,241.14600000000002,5,5699.268,1.0,69,True
AC00400,2023-12-13 16:41:13,162.91199999999998,5,4708.2,1.0,19,False
AC00401,2023-11-13 16:30:21,276.9216666666667,6,7084.893333333333,1.0,49,False
AC00402,2023-10-26 16:52:14,328.71,4,5179.305,1.0,67,True
AC00403,2023-12-25 16:30:45,122.57124999999999,8,5085.89125,1.0,7,False
AC00404,2023-11-21 16:58:44,87.4125,4,5045.035,1.0,41,False
AC00405,2023-11-22 16:07:19,427.675,6,5206.643333333333,1.0,40,False
AC00406,2023-06-19 18:22:10,183.71,1,552.52,1.0,195,True
AC00407,2023-12-29 16:38:21,388.3,7,4593.85,1.0,3,False
AC00408,2023-06-15 16:41:00,278.19,2,3399.9300000000003,1.0,200,True
AC00409,2023-12-28 16:34:52,262.93999999999994,5,7095.9800000000005,1.4,4,False
AC00410,2023-11-23 18:00:00,315.602,5,4947.503999999999,1.8,39,False
AC00411,2023-12-28 16:27:12,280.7966666666667,6,6963.801666666666,1.0,4,False
AC00412,2023-10-30 17:48:09,285.885,4,5227.5725,1.0,63,True
AC00413,2023-12-29 17:37:37,360.2775,4,5580.67,1.25,3,False
AC00414,2023-11-29 17:55:07,314.07666666666665,3,2148.7433333333333,1.0,33,False
AC00415,2023-11-06 17:22:58,36.056666666666665,3,8524.63,1.3333333333333333,56,False
AC00416,2023-10-31 16:11:57,508.776,5,6481.4619999999995,1.0,62,True
AC00417,2023-10-18 17:47:52,154.33599999999998,5,5679.462,1.8,75,True
AC00418,2023-10-16 18:53:31,286.33666666666664,6,4995.445000000001,2.1666666666666665,76,True
AC00419,2023-08-11 18:42:10,280.6066666666666,3,6613.096666666667,1.0,142,True
AC00420,2023-12-25 16:28:20,447.895,4,3821.8450000000003,1.0,7,False
AC00421,2023-11-20 16:29:28,221.37333333333333,3,2268.1966666666667,1.0,42,False
AC00422,2023-07-10 18:34:22,143.2375,4,5097.965,1.0,174,True
AC00423,2023-11-27 18:32:49,506.3566666666666,6,5645.848333333334,1.0,34,False
AC00424,2023-07-13 17:48:24,242.404,5,6675.386,1.0,172,True
AC00425,2023-11-07 16:48:23,355.30571428571426,7,3145.407142857143,1.0,55,False
AC00426,2023-10-23 17:25:04,249.02666666666664,6,2463.478333333333,1.6666666666666667,70,True
AC00427,2023-11-29 18:10:30,266.39444444444445,9,3967.522222222222,1.0,33,False
AC00428,2023-11-08 18:24:56,575.98,3,3608.556666666666,1.0,53,False
AC00429,2023-10-23 16:03:09,93.11,3,10324.609999999999,1.0,70,True
AC00430,2023-12-25 16:58:19,210.43,7,5810.46,1.2857142857142858,7,False
AC00431,2023-06-28 16:05:19,392.92142857142863,7,6754.105714285715,1.0,187,True
AC00432,2023-11-27 16:18:25,239.13714285714286,7,2751.132857142857,1.2857142857142858,35,False
AC00433,2023-07-12 16:17:27,565.7666666666667,3,4376.833333333333,1.0,173,True
AC00434,2023-11-21 17:05:17,257.0142857142857,7,5989.077142857143,1.0,41,False
AC00435,2023-08-07 17:29:48,214.79500000000002,2,4749.3,1.0,147,True
AC00436,2023-12-25 16:30:09,206.974,5,8505.572,1.0,7,False
AC00437,2023-12-05 16:19:23,230.5425,4,3032.8925,1.0,27,False
AC00438,2023-12-25 18:03:33,165.69125,8,7599.81375,1.375,7,False
AC00439,2023-11-20 17:11:02,465.0899999999999,9,5329.817777777778,1.2222222222222223,42,False
AC00440,2023-01-03 16:46:36,201.69,1,7328.52,1.0,363,True
AC00441,2023-12-04 16:25:27,317.9483333333333,6,2533.6150000000002,1.6666666666666667,28,False
AC00442,2023-12-11 16:47:05,186.5911111111111,9,4952.461111111111,1.1111111111111112,21,False
AC00443,2023-12-20 18:12:25,646.28,4,8000.0925,1.0,12,False
AC00444,2023-12-27 18:55:13,124.0925,4,5696.0599999999995,1.0,4,False
AC00445,2023-12-08 16:47:48,357.5,5,2845.402,1.0,24,False
AC00446,2023-12-19 16:11:38,207.288,5,4029.4,1.0,13,False
AC00447,2023-10-20 16:02:07,158.275,4,4753.37,1.0,73,True
AC00448,2023-11-28 16:45:08,168.26571428571427,7,5047.368571428572,1.0,34,False
AC00449,2023-06-23 16:10:12,159.296,5,6022.85,1.0,192,True
AC00450,2023-10-09 18:20:39,306.9633333333333,3,5345.143333333333,1.0,84,True
AC00451,2023-10-09 17:48:55,307.276,5,4897.7,1.0,84,True
AC00452,2023-10-25 17:37:30,195.96,7,7546.721428571429,1.0,68,True
AC00453,2023-09-21 16:52:18,263.41111111111115,9,5334.753333333333,1.2222222222222223,102,True
AC00454,2023-12-20 16:08:02,494.1825,4,2173.075,2.0,12,False
AC00455,2023-11-28 18:04:26,304.6228571428572,7,5543.7,1.0,34,False
AC00456,2023-12-05 16:01:44,280.9636363636364,11,4777.488181818181,1.4545454545454546,27,False
AC00457,2023-09-05 17:02:23,261.5933333333333,3,6303.886666666666,1.0,118,True
AC00458,2023-12-11 16:03:50,220.70857142857145,7,6175.627142857143,1.0,21,False
AC00459,2023-12-26 17:40:23,216.2242857142857,7,6053.5371428571425,1.0,6,False
AC00460,2024-01-01 16:45:56,464.195,12,4887.100833333333,1.1666666666666667,0,False
AC00461,2023-12-08 16:16:02,167.73333333333332,3,3679.2900000000004,1.0,24,False
AC00462,2023-11-27 16:27:56,82.36666666666666,6,2237.115,1.0,35,False
AC00463,2023-12-06 16:10:00,119.89,4,9311.2175,1.0,26,False
AC00464,2023-12-29 18:29:23,337.77125,8,6215.8425,1.0,2,False
AC00465,2023-10-18 18:17:05,187.83125,8,7120.5125,1.75,75,True
AC00466,2023-11-06 16:35:59,658.9925000000001,4,5042.235,1.0,56,False
AC00467,2023-12-18 16:25:18,400.73,3,7243.649999999999,1.0,14,False
AC00468,2023-09-18 16:31:03,111.38000000000001,4,7363.93,2.0,105,True
AC00469,2023-04-06 17:24:16,65.57,1,7513.79,1.0,270,True
AC00470,2023-05-26 17:32:29,426.27,4,5462.8425,1.25,220,True
AC00471,2023-12-25 17:46:24,294.90833333333336,6,7503.031666666667,1.0,7,False
AC00472,2023-01-05 17:48:29,588.37,1,1926.08,1.0,361,True
AC00473,2023-06-15 18:45:38,57.16,1,222.22,1.0,199,True
AC00474,2023-05-01 16:23:40,375.6566666666667,3,7029.97,1.0,245,True
AC00475,2023-12-14 17:31:18,120.90375,8,2139.37125,1.0,18,False
AC00476,2023-12-20 16:17:24,506.81,1,2757.23,1.0,12,False
AC00477,2023-12-01 16:01:26,339.6766666666667,3,5769.356666666667,1.0,31,False
AC00478,2023-11-09 17:26:27,435.1857142857143,7,5016.675714285715,1.1428571428571428,53,False
AC00479,2023-09-13 18:49:55,342.44,4,6767.7375,1.0,109,True
AC00480,2023-09-18 16:57:44,300.8636363636364,11,6048.868181818182,1.0,105,True
AC00481,2023-11-23 17:44:29,151.985,4,8325.45,1.0,39,False
AC00482,2024-01-01 16:53:32,265.6716666666667,6,4463.378333333333,1.0,0,False
AC00483,2023-10-16 16:13:57,401.43,4,7497.5825,1.0,77,True
AC00485,2023-12-26 17:10:01,340.495,2,3974.14,1.0,6,False
AC00486,2023-06-26 16:55:17,282.26,1,6857.2,1.0,189,True
AC00487,2023-12-11 16:06:04,120.13,4,2075.6875,1.0,21,False
AC00488,2023-11-06 17:53:25,271.6925,4,4945.969999999999,1.0,56,False
AC00489,2023-11-07 18:44:46,132.6,3,9673.436666666666,1.0,54,False
AC00490,2023-11-28 16:55:41,292.184,5,4401.54,1.0,34,False
AC00491,2023-04-26 18:35:50,37.57,1,7739.54,1.0,249,True
AC00492,2023-10-18 16:44:36,157.848,5,6947.096,1.0,75,True
AC00493,2023-11-06 18:42:53,118.626,5,5214.969999999999,1.0,55,False
AC00494,2023-11-03 16:45:25,468.3525,4,1715.2775000000001,1.0,59,False
AC00495,2023-12-01 18:46:28,300.72125,8,2709.59375,1.5,30,False
AC00496,2023-04-26 17:55:11,198.62666666666667,3,6437.006666666665,1.0,250,True
AC00497,2023-11-01 17:23:46,197.86833333333334,6,5153.616666666667,1.0,61,True
AC00498,2024-01-01 16:34:10,381.3775,8,4545.0,1.125,0,False
AC00499,2023-11-27 16:14:25,331.61285714285714,7,4450.577142857143,1.0,35,False
AC00500,2023-10-09 16:44:50,161.74,4,7947.58,1.0,84,True
