CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,is_attrited,cluster,segment,pca_x,pca_y,activity_score,activity_category,future_churn_candidate,Income_Category_enc,Card_Category_enc,churn_probability,risk_label
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,3,3,5638.0,808,4830.0,0.781,2036,50,0.613,0.143,0,1,At-Risk Customers,-0.9003892800064835,-0.4927429568637074,0.3036,Inactive,0,3,0,0.05567546,Loyal
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40,5,2,4,2178.0,1144,1034.0,1.585,1724,47,1.043,0.525,0,4,Deal Hunters,-1.415802097934629,0.6554825575168052,0.3888,Inactive,0,4,0,0.0010596673,Loyal
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22,3,3,3,12588.0,2005,10583.0,0.996,1561,26,1.0,0.159,0,1,At-Risk Customers,-1.419598170008076,-1.2868909092535143,0.2427,High Risk,0,1,0,0.208521,Loyal
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,2,4,11942.0,1651,10291.0,0.598,1085,29,0.208,0.138,0,0,Silent Users,-1.372956129366347,-1.251513120028377,0.2993,Inactive,0,3,0,0.06176068,Loyal
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44,6,3,2,3914.0,0,3914.0,0.524,1964,54,0.8,0.0,0,1,At-Risk Customers,-0.7459766250372707,-0.6756263986185317,0.2975,Inactive,0,4,0,0.09011745,Loyal
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49,4,2,4,3038.0,1410,1628.0,0.644,1762,34,0.7,0.464,0,4,Deal Hunters,-1.6804881134049383,0.2736859309858846,0.353,Inactive,0,3,0,0.0003576698,Loyal
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,1,3,5579.0,1423,4156.0,0.503,1514,47,1.136,0.255,0,0,Silent Users,-1.0528533963242503,-0.2224640426949089,0.4172,Inactive,0,1,0,0.0010666471,Loyal
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31,5,1,2,18693.0,2052,16641.0,0.5,1516,44,0.63,0.11,0,0,Silent Users,-0.5649894643529493,-1.5226490300530908,0.3957,Inactive,0,3,0,1.5855412e-05,Loyal
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,1,3,2943.0,1789,1154.0,1.271,2591,55,0.897,0.608,0,4,Deal Hunters,-1.009083172318202,1.0033046049644687,0.4861,Moderately Active,0,4,0,0.0008079262,Loyal
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28,4,2,3,2435.0,1888,547.0,0.922,1847,39,0.696,0.775,0,4,Deal Hunters,-1.807806527316255,1.1514926031558448,0.3969,Inactive,0,4,0,0.0101832505,Loyal
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0,1392,685.0,1.553,1629,36,1.25,0.67,0,4,Deal Hunters,-1.8566218178926164,0.863883353171883,0.3764,Inactive,0,4,0,0.00010427406,Loyal
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,2,2,5756.0,0,5756.0,1.046,2144,44,0.63,0.0,0,0,Silent Users,-0.8556519731719272,-0.8929515053561632,0.3351,Inactive,0,5,0,0.106066525,Loyal
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45,4,1,1,21065.0,2517,18548.0,0.84,1060,32,0.333,0.119,1,3,Premium Customers,-0.9058918479633744,-1.855397367150113,0.3624,Inactive,0,5,0,0.9901946,High Risk
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30,6,3,2,9428.0,1765,7663.0,0.587,1457,43,0.593,0.187,0,1,At-Risk Customers,-1.1105601028699494,-0.777897606764378,0.2836,Inactive,0,2,0,0.006502797,Loyal
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,1,3,6065.0,1728,4337.0,0.417,1114,27,0.688,0.285,0,0,Silent Users,-1.6815005895786688,-0.47788467830358,0.3681,Inactive,0,3,0,0.00036413624,Loyal
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,1,4,5024.0,1613,3411.0,0.758,1925,40,0.667,0.321,0,0,Silent Users,-1.2359736717103402,-0.0899471581117637,0.4132,Inactive,0,5,0,0.0009817133,Loyal
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,3,2,2174.0,1514,660.0,0.607,2510,44,0.294,0.696,0,4,Deal Hunters,-1.5488084491179115,1.0531652532063849,0.3516,Inactive,0,4,0,0.0005229157,Loyal
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54,5,3,3,3398.0,2341,1057.0,0.714,1169,31,0.409,0.689,0,4,Deal Hunters,-2.1159832373605667,0.6894413951331191,0.302,Inactive,0,2,0,0.00022494336,Loyal
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,36,3,2,4,4319.0,1151,3168.0,0.594,1852,47,0.424,0.266,0,0,Silent Users,-1.1020190282082216,-0.1195006487732769,0.3647,Inactive,0,5,0,0.0048821243,Loyal
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,3,3,3673.0,2292,1381.0,0.637,1257,34,0.545,0.624,0,4,Deal Hunters,-1.9539622668589425,0.5570952153334653,0.3037,Inactive,0,3,0,0.03294899,Loyal
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,2,2,1815.0,740,1075.0,1.124,1931,67,0.718,0.408,0,4,Deal Hunters,-0.7483266483740725,0.6763814366846541,0.4265,Inactive,0,2,0,0.0051935865,Loyal
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,45,5,1,3,2495.0,1354,1141.0,0.623,1311,31,0.476,0.543,0,4,Deal Hunters,-1.871254899285392,0.468137653548574,0.406,Inactive,0,5,0,0.0003265195,Loyal
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516.0,2102,32414.0,0.912,1612,33,0.737,0.061,0,3,Premium Customers,-0.3259828126985249,-2.908502623206917,0.3083,Inactive,0,3,0,0.0077436017,Loyal
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3,1,3,3368.0,844,2524.0,0.838,2022,59,0.686,0.251,0,0,Silent Users,-0.7004309012904236,0.1148284534469304,0.4518,Moderately Active,0,4,0,0.0018795138,Loyal
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,2,2,7225.0,0,7225.0,0.419,738,16,0.231,0.0,1,0,Silent Users,-1.839486032354572,-1.462816316688132,0.2505,Inactive,0,1,0,0.9998834,High Risk
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,3,4,5202.0,815,4387.0,1.108,1558,48,0.778,0.157,0,1,At-Risk Customers,-1.0747191940500829,-0.4862690197281675,0.2937,Inactive,0,4,0,0.0008511202,Loyal
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,2,4,1923.0,845,1078.0,0.587,1670,37,0.682,0.439,0,4,Deal Hunters,-1.6344940135463106,0.3236665930276312,0.3562,Inactive,0,4,0,0.01086546,Loyal
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36,4,2,3,6929.0,1691,5238.0,0.534,1388,27,0.929,0.244,0,0,Silent Users,-1.6273425020742749,-0.653111459778229,0.3095,Inactive,0,2,0,0.010138946,Loyal
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,3,2,4364.0,1507,2857.0,1.05,1392,38,1.375,0.345,0,1,At-Risk Customers,-1.563312200922447,-0.1126451922652474,0.2869,Inactive,0,4,0,0.0054278467,Loyal
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0,1613,787.0,0.629,1311,34,0.417,0.672,0,4,Deal Hunters,-2.026837336118008,0.7661581220465812,0.3092,Inactive,0,4,0,0.00016492307,Loyal
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,2,3,25878.0,1733,24145.0,0.438,1777,54,0.862,0.067,0,3,Premium Customers,-0.0247484864143997,-2.004535118553808,0.36,Inactive,0,3,0,0.0007400654,Loyal
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0,1926,9950.0,0.51,1367,33,0.737,0.162,0,0,Silent Users,-1.1684504336354629,-1.0830590365516315,0.3733,Inactive,0,0,0,0.0005384104,Loyal
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,1,4,4568.0,0,4568.0,0.979,1431,27,0.688,0.0,0,0,Silent Users,-1.4333791008439944,-1.053657406824699,0.344,Inactive,0,1,0,0.24175276,Loyal
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740.0,1348,3392.0,0.472,1406,23,0.533,0.284,0,0,Silent Users,-1.84029959939149,-0.4568005551928549,0.3045,Inactive,0,3,0,7.309149e-05,Loyal
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,1,4,4949.0,1495,3454.0,0.791,3597,64,0.684,0.302,0,0,Silent Users,-0.2450118042052742,0.3005061252263438,0.4904,Moderately Active,0,1,0,7.8083104e-07,Loyal
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,3,4,11189.0,2517,8672.0,2.041,2959,58,1.231,0.225,0,1,At-Risk Customers,-0.3814768990224252,-0.5064526160668748,0.3432,Inactive,0,5,0,0.01245946,Loyal
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,3,4,34516.0,1197,33319.0,0.669,1594,43,1.15,0.035,0,3,Premium Customers,-0.1000129520206617,-2.871466527960209,0.2703,Inactive,0,0,0,0.022756387,Loyal
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,2,2,6099.0,2175,3924.0,0.582,1319,34,0.545,0.357,0,0,Silent Users,-1.573572306999927,-0.2286504092040865,0.3361,Inactive,0,5,0,1.48439585e-05,Loyal
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0,1884,1691.0,0.384,861,15,1.5,0.527,1,4,Deal Hunters,-2.405846435275304,0.0767566186390708,0.3026,Inactive,0,3,0,0.9958324,High Risk
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,2,3,3184.0,1421,1763.0,0.712,2253,59,0.439,0.446,0,4,Deal Hunters,-0.8869254384341315,0.5882990443269812,0.4162,Inactive,0,5,0,0.00810003,Loyal
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0,1,At-Risk Customers,-1.0979346008708313,-1.3939279611897917,0.2558,Inactive,0,3,0,0.009052274,Loyal
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,2,3,2163.0,932,1231.0,1.127,2229,57,0.839,0.431,0,4,Deal Hunters,-0.9682224396477584,0.5933445032388401,0.4097,Inactive,0,1,0,0.0056608506,Loyal
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,1,4,3452.0,2088,1364.0,0.768,1008,21,0.4,0.605,0,4,Deal Hunters,-2.2204664056421106,0.399891787362899,0.3847,Inactive,0,0,0,0.3275121,Loyal
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466.0,777,3689.0,1.02,1757,59,0.595,0.174,0,0,Silent Users,-0.7138398233673919,-0.199820809561637,0.382,Inactive,0,1,0,0.00086728524,Loyal
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,2517,513.0,0.785,1805,44,0.467,0.831,0,4,Deal Hunters,-1.6436838689446571,1.345406386691539,0.4719,Moderately Active,0,4,0,0.0015894702,Loyal
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0,1594,518.0,1.204,1338,29,2.222,0.755,0,4,Deal Hunters,-2.1097026403881194,0.9896629115852776,0.4229,Inactive,0,1,0,0.000310258,Loyal
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,1,2,7583.0,1619,5964.0,1.468,2229,53,1.208,0.214,0,0,Silent Users,-0.647680946317198,-0.3340075708650082,0.437,Inactive,0,4,0,0.013145634,Loyal
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,3,4,11760.0,2306,9454.0,0.616,1498,49,0.96,0.196,0,1,At-Risk Customers,-0.8677520584089433,-0.8330126532297459,0.2991,Inactive,0,0,0,0.00041086774,Loyal
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0,1776,483.0,1.292,1790,31,0.824,0.786,0,4,Deal Hunters,-2.1140555801592416,1.0462818266802156,0.3203,Inactive,0,2,0,0.0003577752,Loyal
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0,507,19255.0,0.85,2793,67,0.595,0.026,0,3,Premium Customers,0.3515974504280926,-1.4424696872723557,0.4002,Inactive,0,3,0,0.000110150264,Loyal
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,4,2803.0,1848,955.0,0.614,1968,64,0.524,0.659,0,4,Deal Hunters,-0.9975306300228656,1.1862894684645056,0.4452,Inactive,0,2,0,0.0003952401,Loyal
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,2,25666.0,756,24910.0,0.69,4088,84,0.867,0.029,0,3,Premium Customers,1.201909428440166,-1.5617656962737507,0.3998,Inactive,0,3,0,3.5605115e-06,Loyal
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0,1668,7629.0,0.521,1264,31,0.632,0.179,0,0,Silent Users,-1.345082257969792,-0.8971955291610978,0.3689,Inactive,0,4,0,0.0021547752,Loyal
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999.0,1247,1752.0,0.962,2017,40,0.6,0.416,0,0,Silent Users,-1.366222311248242,0.288773473871647,0.424,Inactive,0,4,0,0.00020974084,Loyal
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447,0,4,Deal Hunters,-1.4719220295069704,0.2364347057631413,0.3654,Inactive,0,1,0,9.742605e-05,Loyal
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0,0,15987.0,1.494,2327,65,0.806,0.0,0,1,At-Risk Customers,0.0356895760834733,-1.3360257141617526,0.3282,Inactive,0,4,1,0.0045362413,Loyal
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,0,1,At-Risk Customers,-0.4377969807541061,-1.5931078166321495,0.1822,High Risk,0,3,0,0.0011346277,Loyal
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1,4,5335.0,2145,3190.0,0.879,1888,43,0.433,0.402,0,0,Silent Users,-1.2187127938195348,0.1254690076210316,0.4278,Inactive,0,2,0,1.0371055e-05,Loyal
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604,1902.0,0.574,1953,61,0.649,0.458,0,4,Deal Hunters,-0.9535799113624908,0.5702790723200394,0.3595,Inactive,0,1,0,7.432251e-06,Loyal
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0,1629,1981.0,0.821,1652,40,0.481,0.451,0,0,Silent Users,-1.4459362680629162,0.3089044166550736,0.4225,Inactive,0,3,0,0.0002880627,Loyal
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,0,4,Deal Hunters,-1.6770728225815217,0.7872927812064714,0.4369,Inactive,0,1,0,1.2542823e-07,Loyal
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,2,3,8206.0,763,7443.0,0.87,1715,43,0.72,0.093,0,0,Silent Users,-0.9604330997985002,-0.8748601993247211,0.3361,Inactive,0,3,0,0.087766506,Loyal
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,0,4,Deal Hunters,-1.197282591610608,0.9951324172533323,0.4213,Inactive,0,4,0,0.0044534737,Loyal
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,0,4,Deal Hunters,-2.1618149441817867,0.9645605601752844,0.3665,Inactive,0,1,0,6.9792186e-05,Loyal
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,0,4,Deal Hunters,-1.7042184787355996,1.7624794570421798,0.4899,Moderately Active,0,4,0,0.059902336,Loyal
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,0,0,Silent Users,-0.540724322577858,-1.038629759720309,0.41,Inactive,0,2,0,0.006122366,Loyal
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,0,3,Premium Customers,-0.3519266516377215,-2.9432956047849426,0.3576,Inactive,0,3,1,3.0980693e-05,Loyal
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,0,1,At-Risk Customers,-1.1684292746433766,0.4754004618001553,0.337,Inactive,0,1,0,0.027021471,Loyal
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,0,0,Silent Users,-0.9373430820200006,0.7466932953987291,0.4717,Moderately Active,0,1,0,0.0002677686,Loyal
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0.0,0,0,Silent Users,-1.167061366773748,-0.672126572265,0.3215,Inactive,0,1,0,0.100111485,Loyal
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0,1408,6350.0,0.365,569,23,0.643,0.181,1,0,Silent Users,-1.7521878145142276,-0.9390944868998954,0.3408,Inactive,0,1,0,0.9998233,High Risk
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,2,2,10836.0,1932,8904.0,0.563,1293,31,0.824,0.178,0,0,Silent Users,-1.3491192722249716,-1.0366536104903348,0.3109,Inactive,0,4,3,0.0019209252,Loyal
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,0,1,At-Risk Customers,-1.5413197730318613,-0.0185859407532656,0.2954,Inactive,0,2,0,0.00035101987,Loyal
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,2,2,3399.0,2173,1226.0,0.795,1571,34,1.0,0.639,0,4,Deal Hunters,-1.8512020793270223,0.6659458876237665,0.3679,Inactive,0,5,0,0.002235781,Loyal
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212.0,1670,542.0,0.777,2520,51,0.545,0.755,0,4,Deal Hunters,-1.3418367333643972,1.3231705883237492,0.4322,Inactive,0,1,0,0.00023078051,Loyal
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,1,4,3186.0,2470,716.0,0.58,1531,37,0.233,0.775,0,4,Deal Hunters,-1.8350779610999963,1.0850775028728867,0.4462,Inactive,0,1,0,0.0016567332,Loyal
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1,3,5927.0,2320,3607.0,0.544,1558,46,0.643,0.391,0,0,Silent Users,-1.1726415491086466,0.0767188872457809,0.4291,Inactive,0,4,0,0.00036928465,Loyal
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,1,4,5176.0,0,5176.0,0.838,1902,56,0.931,0.0,0,0,Silent Users,-0.5345336214000806,-0.6740822016744926,0.418,Inactive,0,2,0,5.3843592e-05,Loyal
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,1,3,3126.0,0,3126.0,0.824,1388,41,0.464,0.0,0,0,Silent Users,-1.111688299943585,-0.7683044044903777,0.376,Inactive,0,3,0,0.014949852,Loyal
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,4,2,4670.0,0,4670.0,0.883,2256,56,0.6,0.0,0,1,At-Risk Customers,-0.6719123255174595,-0.7146479018773882,0.2479,High Risk,0,3,0,0.01297808,Loyal
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,36,4,3,3,2162.0,1592,570.0,0.547,1736,42,0.615,0.736,0,4,Deal Hunters,-1.7882421299197755,1.0750426804064992,0.3401,Inactive,0,5,0,0.05730595,Loyal
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,1,2,10155.0,1805,8350.0,0.673,1685,49,0.815,0.178,0,0,Silent Users,-0.7447357135455701,-0.6888436034012815,0.4165,Inactive,0,3,0,0.00015867146,Loyal
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,2,3,15242.0,1170,14072.0,0.496,1876,57,0.5,0.077,0,0,Silent Users,-0.2958074397166385,-1.1999653954917482,0.3693,Inactive,0,3,0,0.0010847538,Loyal
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,0,3,Premium Customers,0.0244089825497049,-2.7039864972891685,0.2872,Inactive,0,0,0,0.03188077,Loyal
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,0,4,Deal Hunters,-0.942215730657977,1.871878146215544,0.5385,Moderately Active,0,4,0,0.007860937,Loyal
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,0,3,Premium Customers,0.0529414152650141,-2.793477039061633,0.3894,Inactive,0,3,1,0.000111564004,Loyal
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043.0,2036,14007.0,0.7,1394,28,0.75,0.127,0,0,Silent Users,-1.1271470786455309,-1.521862081680614,0.3585,Inactive,0,3,0,1.9528325e-05,Loyal
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0,2517,664.0,0.595,818,16,0.455,0.791,1,4,Deal Hunters,-2.683491117052988,0.7297811258580471,0.2724,Inactive,0,4,0,0.9996044,High Risk
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,1,2,27088.0,0,27088.0,0.581,1135,24,0.846,0.0,0,3,Premium Customers,-0.803156190851213,-2.665643441132133,0.3329,Inactive,0,0,0,0.0034372753,Loyal
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161,0,1,At-Risk Customers,-0.8738722137354732,-0.4253058268518203,0.3094,Inactive,0,4,0,0.0027326543,Loyal
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,2,3,10462.0,1824,8638.0,0.736,1267,31,0.55,0.174,0,0,Silent Users,-1.363659249054337,-1.0223756583944357,0.3101,Inactive,0,2,0,0.0070668096,Loyal
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0,1,0,Silent Users,-1.3244267389002031,-1.054192935296801,0.3517,Inactive,0,1,0,0.0005082006,Loyal
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133,0,1,At-Risk Customers,-1.3550212454489403,-0.6904249093616468,0.2656,Inactive,0,4,0,0.0016938396,Loyal
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705.0,1352,9353.0,1.171,2434,58,0.812,0.126,0,0,Silent Users,-0.2921362534237137,-0.6845103068490664,0.4427,Inactive,0,0,0,0.0032198373,Loyal
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1,2,16494.0,1348,15146.0,0.759,1302,36,0.385,0.082,0,0,Silent Users,-0.8755063460204867,-1.5615110556423597,0.3714,Inactive,0,3,0,0.0007970774,Loyal
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363,0,1,At-Risk Customers,-1.1175581006214033,-0.0307281585780554,0.3211,Inactive,0,1,0,0.0020780158,Loyal
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,5146.0,1773,3373.0,0.879,1509,45,0.667,0.345,0,1,At-Risk Customers,-1.3239962942600416,-0.0645977611365606,0.3048,Inactive,0,2,0,6.0664996e-05,Loyal
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800.0,2448,352.0,0.549,1433,40,0.481,0.874,0,4,Deal Hunters,-1.8685565990578652,1.3887656365396002,0.4618,Moderately Active,0,3,0,0.007362494,Loyal
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,1,2,5159.0,1532,3627.0,0.787,1826,37,0.609,0.297,0,0,Silent Users,-1.312063434185048,-0.2050195549008372,0.4025,Inactive,0,2,0,9.136819e-05,Loyal
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346,0,0,Silent Users,-1.1023703127745976,0.0152113986909264,0.3743,Inactive,0,2,0,0.024995133,Loyal
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881.0,2005,3876.0,0.659,1931,56,0.806,0.341,0,1,At-Risk Customers,-0.914849738020274,0.0505647276873181,0.3359,Inactive,0,4,0,0.002814138,Loyal
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,3,3,1467.0,896,571.0,0.692,1731,54,0.5,0.611,0,4,Deal Hunters,-1.3837460728025524,0.9776007498269318,0.3555,Inactive,0,4,0,0.055850163,Loyal
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,0,4,Deal Hunters,-1.2622954988736403,0.3069965634716913,0.3829,Inactive,0,1,0,3.0952954e-06,Loyal
