client_id,risk_score,risk_level,recommended_action
706,0.9973309,Critical,Compliance team intervention
707,0.9988605,Critical,Compliance team intervention
708,0.9988714,Critical,Compliance team intervention
709,0.99855167,Critical,Compliance team intervention
710,0.0059279944,Low Risk,No action required
711,0.9991026,Critical,Compliance team intervention
712,0.0024513786,Low Risk,No action required
713,0.99264103,Critical,Compliance team intervention
714,0.9978058,Critical,Compliance team intervention
715,0.9943316,Critical,Compliance team intervention
716,0.9917386,Critical,Compliance team intervention
717,0.9955836,Critical,Compliance team intervention
718,0.0032220525,Low Risk,No action required
719,0.9926152,Critical,Compliance team intervention
720,0.002103487,Low Risk,No action required
721,0.004692246,Low Risk,No action required
722,0.002563375,Low Risk,No action required
723,0.99723744,Critical,Compliance team intervention
724,0.99516284,Critical,Compliance team intervention
725,0.99760026,Critical,Compliance team intervention
726,0.0020749487,Low Risk,No action required
727,0.0068896185,Low Risk,No action required
728,0.0017184893,Low Risk,No action required
729,0.0016493009,Low Risk,No action required
730,0.9952667,Critical,Compliance team intervention
731,0.99888414,Critical,Compliance team intervention
732,0.0018396615,Low Risk,No action required
733,0.992789,Critical,Compliance team intervention
734,0.99638087,Critical,Compliance team intervention
735,0.9982835,Critical,Compliance team intervention
736,0.99491346,Critical,Compliance team intervention
737,0.006458712,Low Risk,No action required
738,0.9982352,Critical,Compliance team intervention
739,0.0028484666,Low Risk,No action required
740,0.001766838,Low Risk,No action required
741,0.99680746,Critical,Compliance team intervention
742,0.9969428,Critical,Compliance team intervention
743,0.0065145013,Low Risk,No action required
744,0.99840015,Critical,Compliance team intervention
745,0.99804175,Critical,Compliance team intervention
746,0.0033931502,Low Risk,No action required
747,0.0030559478,Low Risk,No action required
748,0.99634874,Critical,Compliance team intervention
749,0.0020335403,Low Risk,No action required
750,0.9985752,Critical,Compliance team intervention
751,0.99932957,Critical,Compliance team intervention
752,0.006865478,Low Risk,No action required
753,0.0016634125,Low Risk,No action required
754,0.99148786,Critical,Compliance team intervention
755,0.00167732,Low Risk,No action required
756,0.0033592721,Low Risk,No action required
757,0.99799335,Critical,Compliance team intervention
758,0.9955245,Critical,Compliance team intervention
759,0.0046665864,Low Risk,No action required
760,0.0027472551,Low Risk,No action required
761,0.99834776,Critical,Compliance team intervention
762,0.0017659198,Low Risk,No action required
763,0.9972785,Critical,Compliance team intervention
764,0.009417041,Low Risk,No action required
765,0.0031524028,Low Risk,No action required
766,0.0031619999,Low Risk,No action required
767,0.0032565673,Low Risk,No action required
768,0.99891543,Critical,Compliance team intervention
769,0.0029276963,Low Risk,No action required
770,0.0025043027,Low Risk,No action required
771,0.99849534,Critical,Compliance team intervention
772,0.009375883,Low Risk,No action required
773,0.0027260752,Low Risk,No action required
774,0.0021066163,Low Risk,No action required
775,0.996935,Critical,Compliance team intervention
776,0.0017479272,Low Risk,No action required
777,0.0016386104,Low Risk,No action required
778,0.99772507,Critical,Compliance team intervention
779,0.99810565,Critical,Compliance team intervention
780,0.9982835,Critical,Compliance team intervention
781,0.0062575527,Low Risk,No action required
782,0.0039987564,Low Risk,No action required
783,0.9984573,Critical,Compliance team intervention
784,0.99800843,Critical,Compliance team intervention
785,0.002423375,Low Risk,No action required
786,0.0046643014,Low Risk,No action required
787,0.99648005,Critical,Compliance team intervention
788,0.0027472654,Low Risk,No action required
789,0.0018780152,Low Risk,No action required
790,0.99724776,Critical,Compliance team intervention
791,0.0022493342,Low Risk,No action required
792,0.0029671534,Low Risk,No action required
793,0.9987074,Critical,Compliance team intervention
794,0.0020722363,Low Risk,No action required
795,0.007170704,Low Risk,No action required
796,0.9982114,Critical,Compliance team intervention
797,0.005711813,Low Risk,No action required
798,0.9977373,Critical,Compliance team intervention
799,0.9947068,Critical,Compliance team intervention
800,0.9971591,Critical,Compliance team intervention
801,0.0047213105,Low Risk,No action required
802,0.0033939113,Low Risk,No action required
803,0.0032054973,Low Risk,No action required
804,0.99710876,Critical,Compliance team intervention
805,0.005372438,Low Risk,No action required
806,0.004381473,Low Risk,No action required
807,0.004426501,Low Risk,No action required
808,0.005197658,Low Risk,No action required
809,0.9947172,Critical,Compliance team intervention
810,0.9821884,Critical,Compliance team intervention
811,0.0059813503,Low Risk,No action required
812,0.9987533,Critical,Compliance team intervention
813,0.0031820661,Low Risk,No action required
814,0.9984573,Critical,Compliance team intervention
815,0.9985739,Critical,Compliance team intervention
816,0.0023629093,Low Risk,No action required
817,0.0072123483,Low Risk,No action required
818,0.99436694,Critical,Compliance team intervention
819,0.0036588763,Low Risk,No action required
820,0.99740463,Critical,Compliance team intervention
821,0.0066831578,Low Risk,No action required
822,0.9990965,Critical,Compliance team intervention
823,0.0075414823,Low Risk,No action required
824,0.9826942,Critical,Compliance team intervention
825,0.9978472,Critical,Compliance team intervention
826,0.9987264,Critical,Compliance team intervention
827,0.0024101762,Low Risk,No action required
828,0.9995974,Critical,Compliance team intervention
829,0.9985744,Critical,Compliance team intervention
830,0.99858046,Critical,Compliance team intervention
831,0.003230669,Low Risk,No action required
832,0.99785537,Critical,Compliance team intervention
833,0.997638,Critical,Compliance team intervention
834,0.9874893,Critical,Compliance team intervention
835,0.0032072451,Low Risk,No action required
836,0.990849,Critical,Compliance team intervention
837,0.9981067,Critical,Compliance team intervention
838,0.9821977,Critical,Compliance team intervention
839,0.003993141,Low Risk,No action required
840,0.98951626,Critical,Compliance team intervention
841,0.99735034,Critical,Compliance team intervention
842,0.99880683,Critical,Compliance team intervention
843,0.9986582,Critical,Compliance team intervention
844,0.9980952,Critical,Compliance team intervention
845,0.9821144,Critical,Compliance team intervention
846,0.006190024,Low Risk,No action required
847,0.9982034,Critical,Compliance team intervention
848,0.0072109145,Low Risk,No action required
849,0.99323297,Critical,Compliance team intervention
850,0.99839574,Critical,Compliance team intervention
851,0.0023408094,Low Risk,No action required
852,0.0038621638,Low Risk,No action required
853,0.0062610907,Low Risk,No action required
854,0.0020116083,Low Risk,No action required
855,0.9989104,Critical,Compliance team intervention
856,0.99802244,Critical,Compliance team intervention
857,0.99800926,Critical,Compliance team intervention
858,0.0057885307,Low Risk,No action required
859,0.0023555458,Low Risk,No action required
860,0.99816614,Critical,Compliance team intervention
861,0.0040939795,Low Risk,No action required
862,0.006610221,Low Risk,No action required
863,0.99741876,Critical,Compliance team intervention
864,0.99857414,Critical,Compliance team intervention
865,0.007989662,Low Risk,No action required
866,0.9985744,Critical,Compliance team intervention
867,0.99742895,Critical,Compliance team intervention
868,0.9991505,Critical,Compliance team intervention
869,0.99565023,Critical,Compliance team intervention
870,0.0024480054,Low Risk,No action required
871,0.99595535,Critical,Compliance team intervention
872,0.9711719,Critical,Compliance team intervention
873,0.99509203,Critical,Compliance team intervention
874,0.9943539,Critical,Compliance team intervention
875,0.99810815,Critical,Compliance team intervention
876,0.9985434,Critical,Compliance team intervention
877,0.99462706,Critical,Compliance team intervention
878,0.9971897,Critical,Compliance team intervention
879,0.00774021,Low Risk,No action required
880,0.0029846488,Low Risk,No action required
881,0.00331521,Low Risk,No action required
882,0.9987656,Critical,Compliance team intervention
883,0.9967637,Critical,Compliance team intervention
884,0.9972905,Critical,Compliance team intervention
885,0.99550664,Critical,Compliance team intervention
886,0.9965467,Critical,Compliance team intervention
887,0.9982352,Critical,Compliance team intervention
888,0.001700669,Low Risk,No action required
889,0.99810493,Critical,Compliance team intervention
890,0.002222086,Low Risk,No action required
891,0.97560865,Critical,Compliance team intervention
892,0.004156895,Low Risk,No action required
893,0.9987464,Critical,Compliance team intervention
894,0.99701786,Critical,Compliance team intervention
895,0.0035579854,Low Risk,No action required
896,0.002145935,Low Risk,No action required
897,0.0031996153,Low Risk,No action required
898,0.99761224,Critical,Compliance team intervention
899,0.0029799049,Low Risk,No action required
900,0.0023795995,Low Risk,No action required
901,0.98803586,Critical,Compliance team intervention
902,0.0026256882,Low Risk,No action required
903,0.0017659198,Low Risk,No action required
904,0.0026743526,Low Risk,No action required
905,0.002133699,Low Risk,No action required
906,0.99796426,Critical,Compliance team intervention
907,0.002481618,Low Risk,No action required
908,0.9763381,Critical,Compliance team intervention
909,0.99608034,Critical,Compliance team intervention
910,0.9984433,Critical,Compliance team intervention
911,0.996463,Critical,Compliance team intervention
912,0.0020712279,Low Risk,No action required
913,0.0023795995,Low Risk,No action required
914,0.9986743,Critical,Compliance team intervention
915,0.9973654,Critical,Compliance team intervention
916,0.007975973,Low Risk,No action required
917,0.99518317,Critical,Compliance team intervention
918,0.0027385799,Low Risk,No action required
919,0.004816342,Low Risk,No action required
920,0.0033571445,Low Risk,No action required
921,0.0032583755,Low Risk,No action required
922,0.99470216,Critical,Compliance team intervention
923,0.99663,Critical,Compliance team intervention
924,0.0024285747,Low Risk,No action required
925,0.9984515,Critical,Compliance team intervention
926,0.9985511,Critical,Compliance team intervention
927,0.99716115,Critical,Compliance team intervention
928,0.9924589,Critical,Compliance team intervention
929,0.002318553,Low Risk,No action required
930,0.9979825,Critical,Compliance team intervention
931,0.9991309,Critical,Compliance team intervention
932,0.004156895,Low Risk,No action required
933,0.99696714,Critical,Compliance team intervention
934,0.99377185,Critical,Compliance team intervention
935,0.0023544377,Low Risk,No action required
936,0.0030559478,Low Risk,No action required
937,0.0023342662,Low Risk,No action required
938,0.0031013624,Low Risk,No action required
939,0.9980952,Critical,Compliance team intervention
940,0.004440862,Low Risk,No action required
941,0.0022766753,Low Risk,No action required
942,0.0026118264,Low Risk,No action required
943,0.99466777,Critical,Compliance team intervention
944,0.9978138,Critical,Compliance team intervention
945,0.004381473,Low Risk,No action required
946,0.9956648,Critical,Compliance team intervention
947,0.9979693,Critical,Compliance team intervention
948,0.99771935,Critical,Compliance team intervention
949,0.99154776,Critical,Compliance team intervention
950,0.003054841,Low Risk,No action required
951,0.0022043642,Low Risk,No action required
952,0.0019157742,Low Risk,No action required
953,0.99065304,Critical,Compliance team intervention
954,0.9970682,Critical,Compliance team intervention
955,0.006269632,Low Risk,No action required
956,0.99647105,Critical,Compliance team intervention
957,0.0012968471,Low Risk,No action required
958,0.9980862,Critical,Compliance team intervention
959,0.0033578211,Low Risk,No action required
960,0.0016150146,Low Risk,No action required
961,0.99887174,Critical,Compliance team intervention
962,0.9969278,Critical,Compliance team intervention
963,0.0029024484,Low Risk,No action required
964,0.99051976,Critical,Compliance team intervention
965,0.99586225,Critical,Compliance team intervention
966,0.004706786,Low Risk,No action required
967,0.9981261,Critical,Compliance team intervention
968,0.9908688,Critical,Compliance team intervention
969,0.0033881564,Low Risk,No action required
970,0.99765563,Critical,Compliance team intervention
971,0.99860233,Critical,Compliance team intervention
972,0.0033807084,Low Risk,No action required
973,0.0030246542,Low Risk,No action required
974,0.0018368504,Low Risk,No action required
975,0.0018323673,Low Risk,No action required
976,0.99934274,Critical,Compliance team intervention
977,0.99761224,Critical,Compliance team intervention
978,0.0030193126,Low Risk,No action required
979,0.0031591994,Low Risk,No action required
980,0.0020834673,Low Risk,No action required
981,0.9970931,Critical,Compliance team intervention
982,0.9985506,Critical,Compliance team intervention
983,0.99831784,Critical,Compliance team intervention
984,0.00840941,Low Risk,No action required
985,0.0058819214,Low Risk,No action required
986,0.9987023,Critical,Compliance team intervention
987,0.9986284,Critical,Compliance team intervention
988,0.0022975195,Low Risk,No action required
989,0.0018600959,Low Risk,No action required
990,0.0017391208,Low Risk,No action required
991,0.99832326,Critical,Compliance team intervention
992,0.993874,Critical,Compliance team intervention
993,0.998604,Critical,Compliance team intervention
994,0.0028264269,Low Risk,No action required
995,0.0032386545,Low Risk,No action required
996,0.9976102,Critical,Compliance team intervention
997,0.0042165006,Low Risk,No action required
998,0.9982346,Critical,Compliance team intervention
999,0.0035407734,Low Risk,No action required
1000,0.003416857,Low Risk,No action required
1001,0.99712664,Critical,Compliance team intervention
1002,0.9977507,Critical,Compliance team intervention
1003,0.99881136,Critical,Compliance team intervention
1004,0.99625707,Critical,Compliance team intervention
1005,0.9986292,Critical,Compliance team intervention
1006,0.99770385,Critical,Compliance team intervention
1007,0.0031940527,Low Risk,No action required
1008,0.0018586667,Low Risk,No action required
1009,0.997684,Critical,Compliance team intervention
1010,0.9973242,Critical,Compliance team intervention
1011,0.9984327,Critical,Compliance team intervention
1012,0.9987293,Critical,Compliance team intervention
1013,0.0025456282,Low Risk,No action required
1014,0.004363387,Low Risk,No action required
1015,0.0030325456,Low Risk,No action required
1016,0.0019079754,Low Risk,No action required
1017,0.0035403764,Low Risk,No action required
1018,0.0015991689,Low Risk,No action required
1019,0.0032220525,Low Risk,No action required
1020,0.9983941,Critical,Compliance team intervention
1021,0.009085651,Low Risk,No action required
1022,0.99587834,Critical,Compliance team intervention
1023,0.003674881,Low Risk,No action required
1024,0.008243954,Low Risk,No action required
1025,0.0031902199,Low Risk,No action required
1026,0.9995716,Critical,Compliance team intervention
1027,0.99894065,Critical,Compliance team intervention
1028,0.0024457288,Low Risk,No action required
1029,0.002316186,Low Risk,No action required
1030,0.0052159177,Low Risk,No action required
1031,0.9897621,Critical,Compliance team intervention
1032,0.005009267,Low Risk,No action required
1033,0.0031324003,Low Risk,No action required
1034,0.9918509,Critical,Compliance team intervention
1035,0.0054490143,Low Risk,No action required
1036,0.99820125,Critical,Compliance team intervention
1037,0.0025261333,Low Risk,No action required
1038,0.9980386,Critical,Compliance team intervention
1039,0.0022417735,Low Risk,No action required
1040,0.99619776,Critical,Compliance team intervention
1041,0.0015526371,Low Risk,No action required
1042,0.99657875,Critical,Compliance team intervention
1043,0.9973781,Critical,Compliance team intervention
1044,0.008913818,Low Risk,No action required
1045,0.0017013208,Low Risk,No action required
1046,0.99828655,Critical,Compliance team intervention
1047,0.0016700355,Low Risk,No action required
1048,0.99276924,Critical,Compliance team intervention
1049,0.004758225,Low Risk,No action required
1050,0.0018356574,Low Risk,No action required
1051,0.002359131,Low Risk,No action required
1052,0.9982146,Critical,Compliance team intervention
1053,0.9983038,Critical,Compliance team intervention
1054,0.0029462886,Low Risk,No action required
1055,0.9953644,Critical,Compliance team intervention
1056,0.99712664,Critical,Compliance team intervention
1057,0.0052652485,Low Risk,No action required
1058,0.99867815,Critical,Compliance team intervention
1059,0.0023014818,Low Risk,No action required
1060,0.9980459,Critical,Compliance team intervention
1061,0.9953334,Critical,Compliance team intervention
1062,0.0026167152,Low Risk,No action required
1063,0.0021055841,Low Risk,No action required
1064,0.99818987,Critical,Compliance team intervention
1065,0.002663417,Low Risk,No action required
1066,0.0020851693,Low Risk,No action required
1067,0.9985045,Critical,Compliance team intervention
1068,0.0025911434,Low Risk,No action required
1069,0.0024903126,Low Risk,No action required
1070,0.99651885,Critical,Compliance team intervention
1071,0.0068832426,Low Risk,No action required
1072,0.0065597044,Low Risk,No action required
1073,0.9957552,Critical,Compliance team intervention
1074,0.9793042,Critical,Compliance team intervention
1075,0.0021091618,Low Risk,No action required
1076,0.9987563,Critical,Compliance team intervention
1077,0.004615203,Low Risk,No action required
1078,0.0029429386,Low Risk,No action required
1079,0.99535096,Critical,Compliance team intervention
1080,0.0028970398,Low Risk,No action required
1081,0.9967098,Critical,Compliance team intervention
1082,0.0018188321,Low Risk,No action required
1083,0.003640552,Low Risk,No action required
1084,0.99220806,Critical,Compliance team intervention
1085,0.003071149,Low Risk,No action required
1086,0.008091862,Low Risk,No action required
1087,0.98699737,Critical,Compliance team intervention
1088,0.9977081,Critical,Compliance team intervention
1089,0.008965825,Low Risk,No action required
1090,0.9984843,Critical,Compliance team intervention
1091,0.99720395,Critical,Compliance team intervention
1092,0.006308973,Low Risk,No action required
1093,0.0020859574,Low Risk,No action required
1094,0.007841048,Low Risk,No action required
1095,0.0018538418,Low Risk,No action required
1096,0.0018188321,Low Risk,No action required
1097,0.9927907,Critical,Compliance team intervention
1098,0.9983181,Critical,Compliance team intervention
1099,0.0033030533,Low Risk,No action required
1100,0.998302,Critical,Compliance team intervention
1101,0.9984403,Critical,Compliance team intervention
1102,0.9978296,Critical,Compliance team intervention
1103,0.9953081,Critical,Compliance team intervention
1104,0.0014680093,Low Risk,No action required
1105,0.0044833464,Low Risk,No action required
1106,0.0027142856,Low Risk,No action required
1107,0.99484986,Critical,Compliance team intervention
1108,0.9942006,Critical,Compliance team intervention
1109,0.0040898835,Low Risk,No action required
1110,0.008284681,Low Risk,No action required
1111,0.0032889207,Low Risk,No action required
1112,0.003173366,Low Risk,No action required
1113,0.0063152597,Low Risk,No action required
1114,0.99418664,Critical,Compliance team intervention
1115,0.998317,Critical,Compliance team intervention
1116,0.9978351,Critical,Compliance team intervention
1117,0.9983222,Critical,Compliance team intervention
1118,0.0048134313,Low Risk,No action required
1119,0.99041045,Critical,Compliance team intervention
1120,0.006397968,Low Risk,No action required
1121,0.9983758,Critical,Compliance team intervention
1122,0.0018033047,Low Risk,No action required
1123,0.0016248364,Low Risk,No action required
1124,0.997104,Critical,Compliance team intervention
1125,0.9921868,Critical,Compliance team intervention
1126,0.99299663,Critical,Compliance team intervention
1127,0.0055948757,Low Risk,No action required
1128,0.0015949515,Low Risk,No action required
1129,0.002204321,Low Risk,No action required
1130,0.005014496,Low Risk,No action required
1131,0.9989655,Critical,Compliance team intervention
1132,0.99746084,Critical,Compliance team intervention
1133,0.9978466,Critical,Compliance team intervention
1134,0.99862766,Critical,Compliance team intervention
1135,0.0031238045,Low Risk,No action required
1136,0.0034752537,Low Risk,No action required
1137,0.0034177254,Low Risk,No action required
1138,0.9974148,Critical,Compliance team intervention
1139,0.0021052484,Low Risk,No action required
1140,0.0034177254,Low Risk,No action required
1141,0.99886835,Critical,Compliance team intervention
1142,0.9990546,Critical,Compliance team intervention
1143,0.0018914128,Low Risk,No action required
1144,0.9983266,Critical,Compliance team intervention
1145,0.0022582726,Low Risk,No action required
1146,0.0069449595,Low Risk,No action required
1147,0.0046665864,Low Risk,No action required
1148,0.99552166,Critical,Compliance team intervention
1149,0.002737938,Low Risk,No action required
1150,0.001369225,Low Risk,No action required
1151,0.0033167026,Low Risk,No action required
1152,0.998517,Critical,Compliance team intervention
1153,0.0022599364,Low Risk,No action required
1154,0.9983713,Critical,Compliance team intervention
1155,0.0071688,Low Risk,No action required
1156,0.99891627,Critical,Compliance team intervention
1157,0.0075996527,Low Risk,No action required
1158,0.94664913,Critical,Compliance team intervention
1159,0.0023986697,Low Risk,No action required
1160,0.99653745,Critical,Compliance team intervention
1161,0.9996551,Critical,Compliance team intervention
1162,0.0049814,Low Risk,No action required
1163,0.99398994,Critical,Compliance team intervention
1164,0.99767417,Critical,Compliance team intervention
1165,0.99667645,Critical,Compliance team intervention
1166,0.99855214,Critical,Compliance team intervention
1167,0.99769294,Critical,Compliance team intervention
1168,0.0014444737,Low Risk,No action required
1169,0.002899206,Low Risk,No action required
1170,0.0020479846,Low Risk,No action required
1171,0.9983021,Critical,Compliance team intervention
1172,0.99840444,Critical,Compliance team intervention
1173,0.002857042,Low Risk,No action required
1174,0.0035849921,Low Risk,No action required
1175,0.9985964,Critical,Compliance team intervention
1176,0.99876535,Critical,Compliance team intervention
1177,0.00209315,Low Risk,No action required
1178,0.0025820534,Low Risk,No action required
1179,0.9985045,Critical,Compliance team intervention
1180,0.0038762765,Low Risk,No action required
1181,0.99709594,Critical,Compliance team intervention
1182,0.99534756,Critical,Compliance team intervention
1183,0.0021897785,Low Risk,No action required
1184,0.0019899749,Low Risk,No action required
1185,0.0027728043,Low Risk,No action required
1186,0.9990288,Critical,Compliance team intervention
1187,0.0034177254,Low Risk,No action required
1188,0.9957321,Critical,Compliance team intervention
1189,0.99702865,Critical,Compliance team intervention
1190,0.0045996523,Low Risk,No action required
1191,0.0024965983,Low Risk,No action required
1192,0.99745756,Critical,Compliance team intervention
1193,0.003485388,Low Risk,No action required
1194,0.003301845,Low Risk,No action required
1195,0.9985831,Critical,Compliance team intervention
1196,0.99800867,Critical,Compliance team intervention
1197,0.99812335,Critical,Compliance team intervention
1198,0.0020968115,Low Risk,No action required
1199,0.0022954883,Low Risk,No action required
1200,0.9981041,Critical,Compliance team intervention
1201,0.9988619,Critical,Compliance team intervention
1202,0.9979259,Critical,Compliance team intervention
1203,0.0035025494,Low Risk,No action required
1204,0.004418699,Low Risk,No action required
1205,0.0033585536,Low Risk,No action required
1206,0.9973667,Critical,Compliance team intervention
1207,0.003171763,Low Risk,No action required
1208,0.9951331,Critical,Compliance team intervention
1209,0.99522156,Critical,Compliance team intervention
1210,0.99548364,Critical,Compliance team intervention
1211,0.9980387,Critical,Compliance team intervention
1212,0.99903774,Critical,Compliance team intervention
1213,0.0062610907,Low Risk,No action required
1214,0.0028775446,Low Risk,No action required
1215,0.9988226,Critical,Compliance team intervention
1216,0.9975656,Critical,Compliance team intervention
1217,0.99558616,Critical,Compliance team intervention
1218,0.9873819,Critical,Compliance team intervention
1219,0.999173,Critical,Compliance team intervention
1220,0.0015806645,Low Risk,No action required
1221,0.0019442479,Low Risk,No action required
1222,0.99956876,Critical,Compliance team intervention
1223,0.99872607,Critical,Compliance team intervention
1224,0.006795916,Low Risk,No action required
1225,0.0025094242,Low Risk,No action required
1226,0.010176759,Low Risk,No action required
1227,0.99887484,Critical,Compliance team intervention
1228,0.9986242,Critical,Compliance team intervention
1229,0.9972657,Critical,Compliance team intervention
1230,0.9976508,Critical,Compliance team intervention
1231,0.9980386,Critical,Compliance team intervention
1232,0.00870926,Low Risk,No action required
1233,0.0026590242,Low Risk,No action required
1234,0.00202529,Low Risk,No action required
1235,0.00863345,Low Risk,No action required
1236,0.0023713796,Low Risk,No action required
1237,0.99810153,Critical,Compliance team intervention
1238,0.0054051797,Low Risk,No action required
1239,0.99882704,Critical,Compliance team intervention
1240,0.99209034,Critical,Compliance team intervention
1241,0.99252933,Critical,Compliance team intervention
1242,0.0020749487,Low Risk,No action required
1243,0.9961106,Critical,Compliance team intervention
1244,0.0021542637,Low Risk,No action required
1245,0.003187963,Low Risk,No action required
1246,0.9979693,Critical,Compliance team intervention
1247,0.99786025,Critical,Compliance team intervention
1248,0.003177997,Low Risk,No action required
1249,0.99820805,Critical,Compliance team intervention
1250,0.0044247448,Low Risk,No action required
1251,0.0051456834,Low Risk,No action required
1252,0.99388784,Critical,Compliance team intervention
1253,0.002970555,Low Risk,No action required
1254,0.99899846,Critical,Compliance team intervention
1255,0.9948026,Critical,Compliance team intervention
1256,0.9980446,Critical,Compliance team intervention
1257,0.99028134,Critical,Compliance team intervention
1258,0.004484679,Low Risk,No action required
1259,0.9981522,Critical,Compliance team intervention
1260,0.9964581,Critical,Compliance team intervention
1261,0.9873102,Critical,Compliance team intervention
1262,0.9861952,Critical,Compliance team intervention
1263,0.0074369423,Low Risk,No action required
1264,0.9981383,Critical,Compliance team intervention
1265,0.99847084,Critical,Compliance team intervention
1266,0.006321199,Low Risk,No action required
1267,0.998086,Critical,Compliance team intervention
1268,0.0025978335,Low Risk,No action required
1269,0.9976301,Critical,Compliance team intervention
1270,0.9954007,Critical,Compliance team intervention
1271,0.99755776,Critical,Compliance team intervention
1272,0.0023063505,Low Risk,No action required
1273,0.0023014818,Low Risk,No action required
1274,0.9941624,Critical,Compliance team intervention
1275,0.9975199,Critical,Compliance team intervention
1276,0.0045436006,Low Risk,No action required
1277,0.003727555,Low Risk,No action required
1278,0.0047365623,Low Risk,No action required
1279,0.9885118,Critical,Compliance team intervention
1280,0.99597174,Critical,Compliance team intervention
1281,0.0031752083,Low Risk,No action required
1282,0.0018188321,Low Risk,No action required
1283,0.9978574,Critical,Compliance team intervention
1284,0.99803704,Critical,Compliance team intervention
1285,0.0022088396,Low Risk,No action required
1286,0.99773693,Critical,Compliance team intervention
1287,0.002217936,Low Risk,No action required
1288,0.9980306,Critical,Compliance team intervention
1289,0.9926152,Critical,Compliance team intervention
1290,0.0018315964,Low Risk,No action required
1291,0.002593925,Low Risk,No action required
1292,0.992025,Critical,Compliance team intervention
1293,0.0036145928,Low Risk,No action required
1294,0.9989022,Critical,Compliance team intervention
1295,0.9959544,Critical,Compliance team intervention
1296,0.9996307,Critical,Compliance team intervention
1297,0.99846053,Critical,Compliance team intervention
1298,0.0034202847,Low Risk,No action required
1299,0.99855167,Critical,Compliance team intervention
1300,0.9899332,Critical,Compliance team intervention
1301,0.9979716,Critical,Compliance team intervention
1302,0.0057876306,Low Risk,No action required
1303,0.9995974,Critical,Compliance team intervention
1304,0.9843025,Critical,Compliance team intervention
1305,0.0029154893,Low Risk,No action required
1306,0.0025192138,Low Risk,No action required
1307,0.9907742,Critical,Compliance team intervention
1308,0.992019,Critical,Compliance team intervention
1309,0.99719644,Critical,Compliance team intervention
1310,0.99768484,Critical,Compliance team intervention
1311,0.007550092,Low Risk,No action required
1312,0.9980934,Critical,Compliance team intervention
1313,0.0032508485,Low Risk,No action required
1314,0.0018305654,Low Risk,No action required
1315,0.993982,Critical,Compliance team intervention
1316,0.004302527,Low Risk,No action required
1317,0.0022417735,Low Risk,No action required
1318,0.0030385242,Low Risk,No action required
1319,0.99851686,Critical,Compliance team intervention
1320,0.0032042009,Low Risk,No action required
1321,0.9975641,Critical,Compliance team intervention
1322,0.99435693,Critical,Compliance team intervention
1323,0.9990393,Critical,Compliance team intervention
1324,0.00236149,Low Risk,No action required
1325,0.9980761,Critical,Compliance team intervention
1326,0.0030269355,Low Risk,No action required
1327,0.002481618,Low Risk,No action required
1328,0.0017495055,Low Risk,No action required
1329,0.0015346702,Low Risk,No action required
1330,0.0018632156,Low Risk,No action required
1331,0.0020423108,Low Risk,No action required
1332,0.0060870927,Low Risk,No action required
1333,0.0075314073,Low Risk,No action required
1334,0.99568766,Critical,Compliance team intervention
1335,0.0024712346,Low Risk,No action required
1336,0.99727625,Critical,Compliance team intervention
1337,0.0026055214,Low Risk,No action required
1338,0.0029813843,Low Risk,No action required
1339,0.9988765,Critical,Compliance team intervention
1340,0.0047866753,Low Risk,No action required
1341,0.99521196,Critical,Compliance team intervention
1342,0.9959836,Critical,Compliance team intervention
1343,0.9952803,Critical,Compliance team intervention
1344,0.001992577,Low Risk,No action required
1345,0.9878566,Critical,Compliance team intervention
1346,0.0024011757,Low Risk,No action required
1347,0.98702335,Critical,Compliance team intervention
1348,0.99233514,Critical,Compliance team intervention
1349,0.0024525123,Low Risk,No action required
1350,0.99738675,Critical,Compliance team intervention
1351,0.99381036,Critical,Compliance team intervention
1352,0.0059069376,Low Risk,No action required
1353,0.9945315,Critical,Compliance team intervention
1354,0.99918455,Critical,Compliance team intervention
1355,0.0014343044,Low Risk,No action required
1356,0.99805343,Critical,Compliance team intervention
1357,0.003988321,Low Risk,No action required
1358,0.00296868,Low Risk,No action required
1359,0.0018296447,Low Risk,No action required
1360,0.9965364,Critical,Compliance team intervention
1361,0.9996511,Critical,Compliance team intervention
1362,0.0033226914,Low Risk,No action required
1363,0.9988764,Critical,Compliance team intervention
1364,0.002851707,Low Risk,No action required
1365,0.00296275,Low Risk,No action required
1366,0.0077338917,Low Risk,No action required
1367,0.0017946169,Low Risk,No action required
1368,0.008082334,Low Risk,No action required
1369,0.0030682746,Low Risk,No action required
1370,0.0017445334,Low Risk,No action required
1371,0.9986082,Critical,Compliance team intervention
1372,0.001959909,Low Risk,No action required
1373,0.0015991689,Low Risk,No action required
1374,0.99767727,Critical,Compliance team intervention
1375,0.9963815,Critical,Compliance team intervention
1376,0.9971307,Critical,Compliance team intervention
1377,0.9915091,Critical,Compliance team intervention
1378,0.99567103,Critical,Compliance team intervention
1379,0.0018190407,Low Risk,No action required
1380,0.0030325456,Low Risk,No action required
1381,0.9913292,Critical,Compliance team intervention
1382,0.0062302523,Low Risk,No action required
1383,0.99654704,Critical,Compliance team intervention
1384,0.9953236,Critical,Compliance team intervention
1385,0.00236708,Low Risk,No action required
1386,0.0020859574,Low Risk,No action required
1387,0.0028781358,Low Risk,No action required
1388,0.9973475,Critical,Compliance team intervention
1389,0.99800926,Critical,Compliance team intervention
